model,case_id,setting,validator_pass,expert_1_status,expert_1_D1_requirement_fidelity,expert_1_D2_architectural_grounding,expert_1_D3_formalization_adequacy,expert_1_D4_unsupported_content_control,expert_1_D5_reviewability,expert_1_score,expert_1_brief_reason,expert_1_error,expert_2_status,expert_2_D1_requirement_fidelity,expert_2_D2_architectural_grounding,expert_2_D3_formalization_adequacy,expert_2_D4_unsupported_content_control,expert_2_D5_reviewability,expert_2_score,expert_2_brief_reason,expert_2_error,avg_D1_requirement_fidelity,avg_D2_architectural_grounding,avg_D3_formalization_adequacy,avg_D4_unsupported_content_control,avg_D5_reviewability,combined_score,review_usable,strict_review_usable,end_to_end_usable,expert_disagreement
Gemma-3-27B,Case412,system_2,false,ok,5,5,5,5,5,5.0000,"The artifact adds a clear AGREE guarantee on the correct thread and port, expressing exactly the required invariant bounds on `tempout` without introducing extra behavior.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully captures the requirement by correctly bounding the tempout output within the specified range [0, 100] in the sensor_temperature_thread, and all formalization is well-grounded, adequate, and easily reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case413,system_2,false,ok,5,5,5,5,5,5.0000,The artifact cleanly encodes the required invariant on the existing `sp` output of the `speed` thread with no invented behavior or architectural mismatch.,,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement with accurate formalization, proper architectural grounding, and clear, reviewable structure.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case414,system_2,false,ok,5,3,3,5,3,3.9000,"It correctly states the intended environmental assumption that `door_handler.dps` stays within `[0, 100]`, but the duplicated/nested AGREE wrapper and odd component scoping make the artifact less well grounded and only partially usable as written.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly enforcing the bounded input condition on dps within the door_handler component, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,4.0000,4.0000,5.0000,4.0000,4.4500,true,true,false,true
Gemma-3-27B,Case415,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not captured, cannot be checked against the architecture, and is not reviewable.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement's Boolean condition on engine_running, correctly references the AADL architecture, uses appropriate formal constructs, contains no unsupported content, and is clearly structured for review.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case416,system_2,false,ok,5,4,4,5,2,4.2500,"The guarantees correctly define `ecam_info` from the `door_handler.dps` input with no invented behavior, but the duplicated/nested `annex agree` structure is malformed enough to hurt grounding confidence and reviewability.",,ok,5,5,5,5,5,5.0000,"The generated AGREE specification fully and accurately captures the requirement that ecam_info is true when dps > 0 and false otherwise, is well-grounded in the AADL architecture, uses appropriate formal constructs, contains no unsupported content, and is clearly structured and easy to review.",,5.0000,4.5000,4.5000,5.0000,3.5000,4.6250,true,true,false,false
Gemma-3-27B,Case417,system_2,true,ok,5,5,5,5,5,5.0000,"The artifact adds a single well-scoped AGREE guarantee on `door_handler` stating `ecam_info = engine_running`, which exactly captures the required propagation and truth equivalence using only existing architecture elements.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the Boolean propagation from engine_running to ecam_info for both doors, with clear architectural grounding, complete formalization, no unsupported content, and high reviewability.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case418,system_2,true,ok,5,5,5,5,5,5.0000,"The added AGREE guarantee `in_flight => ecam_info` is exactly aligned with the requirement, uses valid `door_handler` ports from the architecture, adds no extra behavior for the `in_flight = false` case, and is straightforward to inspect.",,ok,5,5,5,5,5,5.0000,"The generated AGREE artifact fully and accurately captures the requirement that ecam_info shall be asserted whenever in_flight is true, with no unsupported content, clear architectural grounding, and excellent reviewability.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case419,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE content is present, so the requirement is not captured, nothing is grounded in the architecture, and there is no formalization to review.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the bounded input condition for D1_dps, correctly references the architectural elements, uses appropriate formalization, contains no unsupported content, and is clearly structured and easy to review.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case420,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly encodes the requirement as an AGREE assumption on the existing `doors_process.D2_dps` input with the exact inclusive bounds `0 <= D2_dps <= 100` and adds no extraneous behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately captures the requirement that D2_dps must be bounded between 0 and 100, is correctly grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case421,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not captured, nothing is grounded in the architecture, and there is no formal content to review.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement that doors_process operates under the Boolean input D1_engine_running, with the environment providing it as true, and is well-grounded in the AADL architecture with clear formalization and no unsupported content.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case422,system_2,true,ok,5,5,5,5,5,5.0000,"The added AGREE guarantee is scoped to the existing `doors_process` features and exactly formalizes that `D1_ecam_info` is true iff `D1_dps > 0`, with no extra behavior.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately captures the requirement that D1_ecam_info is derived from D1_dps, with correct formalization, grounding in the AADL context, and no unsupported content.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case423,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not captured, grounded, or formally reviewable, although no unsupported content was introduced.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement that D1_ecam_info shall be true exactly when D1_engine_running is true, with proper grounding in the AADL context and clear, reviewable formalization.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case424,system_2,true,ok,5,5,5,5,5,5.0000,"The added AGREE guarantee is placed on the correct component, uses existing ports, and exactly captures that D1_ecam_info must hold whenever D1_in_flight is true while imposing nothing when it is false.",,ok,5,5,5,5,5,5.0000,"The generated AGREE artifact fully and accurately captures the requirement that D1_ecam_info must be asserted whenever D1_in_flight is true, with no unsupported content or architectural mismatches.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case425,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not captured, no architectural grounding or formalization can be assessed, but there is also no unsupported added content.",,ok,5,5,5,5,5,5.0000,"The artifact correctly associates the de_arrest input condition with the door component's port in the AADL architecture, accurately reflects the environment's obligation to provide it as true during contract evaluation, and uses only grounded, requirement-aligned elements without added assumptions.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case426,system_2,false,ok,1,1,1,5,1,1.4000,"The generated artifact is empty, so it does not capture the de_arrest-to-closed equivalence, does not reference the door architecture, and is not formally reviewable, though it also introduces no unsupported content.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement that the door component shall propagate the Boolean control state from de_arrest to closed, with no unsupported content or grounding issues.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case427,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not captured, no architectural grounding or formalization can be assessed, though there is also no unsupported added content.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case428,system_2,false,ok,1,1,1,5,1,1.4000,"No AADL+AGREE artifact was provided, so the requirement is not formalized, not grounded in the architecture, and not reviewable, although it also introduces no unsupported content.",,ok,4,5,5,5,5,4.6500,"The artifact correctly captures the Boolean input condition on door1 and the environmental assumption that door1 is true, with strong grounding in the AADL context and clear, reviewable structure.",,2.5000,3.0000,3.0000,5.0000,3.0000,3.0250,false,false,false,true
Gemma-3-27B,Case429,system_2,true,ok,5,5,5,5,5,5.0000,"The added AGREE guarantee `cll = door1` is directly attached to the existing `doors_int` ports and exactly captures that `cll` must mirror `door1`, with no extra behavior introduced.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the propagation of the Boolean control state from door1 to cll, with a precise AGREE guarantee that matches the requirement's semantics.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case430,system_2,true,ok,5,5,5,5,5,5.0000,"The added AGREE guarantee `door2 => cll` is placed on `doors_int`, uses existing ports, exactly captures the one-way obligation in the requirement, and adds no extra behavior when `door2` is false.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately captures the requirement that cll is asserted whenever door2 is true, with no unsupported content, clear architectural grounding, and fully reviewable structure.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case431,system_2,true,ok,5,5,5,5,5,5.0000,"The artifact cleanly adds a DPS-level AGREE guarantee that constrains the real `dps1` output to 0..100 as an invariant, matching the requirement without introducing unsupported behavior.",,ok,5,5,5,5,5,5.0000,"The artifact fully satisfies the requirement by correctly bounding the dps1 output within the specified range [0, 100] and is well-grounded in the AADL architecture with clear, reviewable formalization.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case432,system_2,true,ok,5,5,5,5,5,5.0000,"The artifact cleanly adds a DPS-level guarantee that constrains the grounded port `dps2` to `0 <= dps2 <= 100`, which faithfully matches the requirement without adding extra behavior.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully captures the requirement that the dps2 output be bounded between 0 and 100 at every evaluation step, is correctly grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case433,system_2,true,ok,4,5,4,5,5,4.4500,"The artifact cleanly adds an ECAM-local assumption that the existing Boolean input `info_door1` is always true, which is well grounded and reviewable, though it leaves the first sentence's 'operate under' phrasing only implicitly captured.",,ok,5,5,5,5,5,5.0000,"The artifact fully satisfies the requirement by correctly modeling the ECAM component's dependency on a Boolean input condition info_door1, which is explicitly assumed to be true, and is well-grounded in the AADL architecture with clear and reviewable formalization.",,4.5000,5.0000,4.5000,5.0000,5.0000,4.7250,true,true,true,false
Gemma-3-27B,Case434,system_2,false,ok,5,5,5,5,5,5.0000,The AGREE guarantee is attached to the correct MethaneMonitoring component and cleanly states the required invariant that MethaneLevel stays within 0 to 100 at each evaluation step.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly bounding the MethaneLevel output within the specified range [0, 100] and is well-grounded in the AADL context with clear, reviewable formalization.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case435,system_2,false,ok,1,1,1,5,1,1.4000,"No generated artifact was provided, so the requirement is not captured or grounded at all, although there is also no unsupported extra content.",,ok,4,5,4,5,5,4.4500,"The artifact mostly captures the requirement with minor omissions in specifying the bounding behavior at every evaluation step, but is well-grounded, formally adequate, and highly reviewable.",,2.5000,3.0000,2.5000,5.0000,3.0000,2.9250,false,false,false,true
Gemma-3-27B,Case436,system_2,true,ok,5,5,5,5,5,5.0000,The artifact adds a correctly scoped AGREE guarantee on WaterLevelMonitoring.WaterAlarm that precisely captures the inclusive 0..100 bound with no extra behavior and is straightforward to inspect.,,ok,5,5,5,5,5,5.0000,"The generated AGREE artifact fully satisfies the requirement by correctly bounding the WaterAlarm output within the specified range [0, 100] in the WaterLevelMonitoring thread, which is well-grounded in the AADL context and clearly expressed for review.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case437,system_2,true,ok,5,5,5,5,5,5.0000,"The AGREE guarantee is attached to the correct Compas device and directly states the required invariant that Compas_Output remains within [0.0, 100.0] at each evaluation step.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement with correct architectural grounding, complete formalization, no unsupported content, and clear reviewability.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case438,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly attaches an AGREE guarantee to the existing Pression component and exactly formalizes the required inclusive range constraint on P_Output with no added behavior.,,ok,5,5,5,5,5,5.0000,"The artifact fully satisfies the requirement by correctly bounding the P_Output signal within the specified range [0.0, 100.0] and is fully grounded in the AADL context with clear, reviewable formalization.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case439,system_2,true,ok,5,5,5,5,5,5.0000,"The AGREE guarantee is attached to the correct Tension component, references the real T_Output port, and precisely encodes the required inclusive 0..100 bound as an always-applicable invariant.",,ok,5,5,5,5,5,5.0000,"The artifact fully satisfies the requirement by correctly bounding the T_Output signal within the specified range [0, 100], is fully grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is clearly structured for review.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case440,system_2,true,ok,5,5,5,5,5,5.0000,"The AGREE guarantee is attached to the correct Vitesse_Air device, directly constrains V_Air_Output to 0..100 inclusive, and introduces no extra behavior beyond the stated requirement.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement with correct architectural grounding, complete formalization, no unsupported content, and clear reviewability.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case441,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing `Compas_Input` port that exactly captures the required environmental bounds without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for Compas_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case442,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly encodes the requirement as an environment assumption on the existing `Nav_Stab_Control_Proc.P_Input` port with the exact stated bounds and no added behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for P_Input within the Nav_Stab_Control_Proc, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case443,system_2,false,ok,1,1,1,5,1,1.4000,"The generated artifact is empty, so it does not capture the bounded-input requirement, does not ground anything in the Compteur architecture, and is not reviewable, although it also introduces no unsupported content.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately reflects the bounded input condition for Data_AilL_Input as specified in the requirement, is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case444,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly encodes the requirement as an AGREE assumption on the existing Compteur input port Data_AilR_Input with exactly the stated bounds and no extraneous behavior.,,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the bounded input condition for Data_AilR_Input as specified in the requirement, is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case445,system_2,true,ok,5,5,5,5,5,5.0000,"The AGREE guarantee is attached to the correct Compteur component, references the correct output port, and directly formalizes the required invariant range 0 <= Data_AilL_Output <= 100.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement's bounds on Data_AilL_Output, correctly references the AADL context, uses appropriate formalization, contains no unsupported content, and is clearly structured for review.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case446,system_2,true,ok,5,5,5,5,5,5.0000,"The AGREE guarantee is attached to the correct Compteur component, references the existing Data_AilR_Output port, and cleanly formalizes the required invariant range 0..100 with no added behavior.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately captures the requirement's bounds on Data_AilR_Output, is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case447,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not captured, grounded, or reviewable, though no unsupported extra content was introduced.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement, is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case448,system_2,true,ok,5,5,5,5,5,5.0000,"The guarantee is attached to Compteur, uses the exact declared ports, and directly formalizes that Data_AilL_Output equals Data_AilL_Input plus Data_AilR_Input at each AGREE evaluation step without adding extra behavior.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement, is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case449,system_2,false,ok,1,1,1,5,1,1.4000,"No generated artifact is present, so the requirement is not captured, no architectural grounding or formalization can be assessed, but there is also no unsupported added content.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement's bounded input/output behavior for Data_AilL_Input and Data_AilL_Output, is fully grounded in the AADL context, uses appropriate formal constructs, contains no unsupported content, and is clearly structured and easy to review.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case450,system_2,false,ok,1,1,1,5,1,1.4000,"The generated artifact is empty, so it neither captures the required input/output rule nor grounds or formalizes it in the provided Compteur architecture.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement with correct and complete formalization, properly grounded in the AADL context, and is highly reviewable.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case451,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly encodes the requirement as an environment assumption on Servo.Data_Input with the exact inclusive bounds and no unsupported additions.,,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement with correct architectural grounding, complete formalization, no unsupported content, and clear reviewability.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case452,system_2,false,ok,1,1,1,1,1,1.0000,"No generated AADL+AGREE artifact was provided, so the requirement is not captured, no architectural grounding or formalization can be assessed, and there is nothing reviewable.",,ok,5,5,5,5,5,5.0000,"The artifact correctly binds the Cde_AileronL_Output port to a constraint requiring its value to be in [0, 100] at every evaluation step, fully aligning with the requirement, grounded in the correct AADL port, and formally expressed without extraneous elements.",,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,false,false,false,true
Gemma-3-27B,Case453,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds an AGREE guarantee on the existing `RecepteurCde_PilotageServo.Cde_AileronR_Output` port that exactly enforces the required 0..100 bound as an invariant at evaluation steps.,,ok,5,5,5,5,5,5.0000,"The generated AGREE artifact fully satisfies the requirement by correctly bounding the Cde_AileronR_Output within [0, 100] and is fully grounded in the AADL architecture with clear, reviewable formalization.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case454,system_2,true,ok,5,5,5,5,5,5.0000,The artifact adds a single AGREE guarantee on the existing Interruption_Envoi_Servo.Data_Output port that exactly captures the required inclusive 0..100 bound at each evaluation step with no invented behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly bounding the Data_Output of the Interruption_Envoi_Servo component within the specified range of 0 to 100, is fully grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case455,system_2,true,ok,4,5,4,5,5,4.4500,"The artifact cleanly grounds an AGREE assumption on the existing `send_data_to_autopilot_task.Radio_Ok_Input` port being true, which captures the environment-side condition well, though it does not add any explicit operational contract beyond that assumption.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the Boolean input condition on Radio_Ok_Input and grounding it in the architecture, with clear and reviewable formalization.",,4.5000,5.0000,4.5000,5.0000,5.0000,4.7250,true,true,true,false
Gemma-3-27B,Case456,system_2,false,ok,1,1,1,5,1,1.4000,"The generated artifact is empty, so it does not capture the Alpha3 bound requirement or ground it in process A, though it also introduces no unsupported content.",,ok,4,5,5,5,5,4.6500,"The artifact correctly captures the bounding requirement for Alpha3 within the specified range, is well-grounded in the AADL context, uses appropriate formal constructs, contains no unsupported content, and is clearly structured for review.",,2.5000,3.0000,3.0000,5.0000,3.0000,3.0250,false,false,false,true
Gemma-3-27B,Case457,system_2,true,ok,5,5,5,5,5,5.0000,"The artifact cleanly encodes the requirement as an AGREE assumption on B.Beta3 within [0,100], using the correct architectural element and adding no unsupported behavior.",,ok,5,5,5,5,5,5.0000,"The generated AGREE artifact fully and accurately captures the requirement that Beta3 must be bounded between 0 and 100, is correctly grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case458,system_2,false,ok,4,2,2,5,2,3.0000,"The artifact captures the intended 0..100 bound on Computation_Th.Data_Out, but it places that logic in a malformed/nested AGREE structure that is poorly grounded in the given AADL component and not practically usable as written.",,ok,5,5,5,5,5,5.0000,"The generated AGREE artifact fully and accurately captures the requirement that the Computation_Th component bounds the Data_Out output between 0 and 100 at every evaluation step, with correct architectural grounding, formal precision, no unsupported content, and clear structure.",,4.5000,3.5000,3.5000,5.0000,3.5000,4.0000,true,true,false,true
Gemma-3-27B,Case459,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not captured, nothing is grounded or formalized, but there is also no invented unsupported content.",,ok,4,5,4,5,5,4.4500,"The artifact mostly captures the requirement with minor wording issues but is well-grounded, formally adequate, and highly reviewable.",,2.5000,3.0000,2.5000,5.0000,3.0000,2.9250,false,false,false,true
GPT-5.4,Case01,system_3,true,ok,5,5,5,5,5,5.0000,"The artifact cleanly adds an internal boolean equation and four case-based guarantees on TCAS_singleton using only the specified ports and values, matching the requirement without adding extra behavior.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement, is well-grounded in the AADL context, uses complete and appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
GPT-5.4,Case02,system_3,true,ok,5,5,5,5,5,5.0000,The artifact cleanly encodes the required TCAS altitude/longitude decision logic with the specified internal boolean and uses only valid TCAS_singleton ports and local AGREE definitions.,,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement, is well-grounded in the AADL context, uses complete and appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
GPT-5.4,Case03,system_3,true,ok,2,4,1,4,5,2.8000,"The artifact is easy to inspect and uses the right component and ports, but it omits the required recursive variable, function-based distance computation, and post-recovery monotonicity guarantee, capturing only the failure and recovery constants.",,ok,3,5,2,3,4,3.4000,"The artifact partially satisfies the requirement by setting time-to-failure and time-to-recovery values but fails to model the recursive variable t, distanceFromFence, circleLinearization function invocation, or the required monotonicity constraint on distanceFromFence after recovery time.",,2.5000,4.5000,1.5000,3.5000,4.5000,3.1000,false,false,false,false
GPT-5.4,Case04,system_3,true,ok,2,5,2,5,5,3.3500,"The artifact is well scoped and clearly reviewable, but it only formalizes `timeToFailure = 9.5` and omits the required recursive variable `t`, `distanceFromFence` computation via `geofence_nodes.circleLinearization`, and the post-recovery monotonicity condition.",,ok,3,5,2,2,5,3.4000,"The artifact only addresses the system failure time constraint but omits the recursive variable t, distanceFromFence declaration, circleLinearization function call, and the time-based behavior requirement, making it partially faithful and formally inadequate.",,2.5000,5.0000,2.0000,3.5000,5.0000,3.3750,false,false,false,false
GPT-5.4,Case05,system_3,true,ok,2,5,2,5,5,3.3500,"The artifact correctly constrains GCAS_singleton’s recovery and failure times using existing ports, but it omits the required height variable, gcas_nodes kinematicLinearization call, and the time-triggered height/pull-up guarantee.",,ok,3,5,2,4,5,3.6000,"The artifact partially satisfies the requirement by setting time values but fails to model the height variable, kinematic linearization, or the required temporal constraints on height behavior.",,2.5000,5.0000,2.0000,4.5000,5.0000,3.4750,false,false,false,false
GPT-5.4,Case06,system_3,true,ok,3,5,3,5,5,3.9000,"The artifact correctly formalizes the minimum timeToFailure and the recovery-sum guarantee using valid Supervisor ports, but it omits the required composite_nodes concurrencyFactor computations and the p1/p2/p3 assignments.",,ok,4,5,4,5,5,4.4500,"The artifact mostly captures the requirement but omits the concurrency factor calculation and assignment to p1, p2, and p3, which are key implementation details.",,3.5000,5.0000,3.5000,5.0000,5.0000,4.1750,true,true,true,false
GPT-5.4,Case07,system_3,true,ok,2,5,2,5,5,3.3500,"The artifact correctly constrains `timeToFailure` as the minimum and includes the recovery-sum guarantee, but it omits the required `composite_nodes::concurrencyFactor` computations and any formal relation for outputs `p1`, `p2`, and `p3`.",,ok,4,5,4,5,5,4.4500,"The artifact largely aligns with the requirement but incorrectly specifies timeToFailure as equal to the minimum input rather than just bounded by it, and omits the explicit invocation of the concurrencyFactor function.",,3.0000,5.0000,3.0000,5.0000,5.0000,3.9000,false,false,false,true
GPT-5.4,Case08,system_3,true,ok,5,5,5,5,5,5.0000,The artifact adds clear AGREE assumptions on the correct TCAS_singleton ports that directly encode the constant-altitude hypothesis and all stated numeric bounds without introducing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately reflects the requirement, is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
GPT-5.4,Case09,system_3,true,ok,4,5,4,5,5,4.4500,"The artifact cleanly places the stated TCAS environmental assumptions on the correct ports and ranges, with the only notable issue being that the constancy condition uses pre(...) without an explicit initial-step treatment.",,ok,5,5,5,5,5,5.0000,"The artifact fully and correctly formalizes all environmental hypotheses from the requirement using precisely the AADL ports and constraints specified, with no additions or omissions.",,4.5000,5.0000,4.5000,5.0000,5.0000,4.7250,true,true,true,false
